PLR	FEC	PPS	ELossMin	ELossAvg	ELossMax
0.01	0.08	2420	0.999959	1	1
0.01	0.15	2190	1	1	1
0.01	0.14	2263	1	1	1
0.01	0.11	2416	0.999917	0.999997	1
0.01	0.02	2533	0.997119	0.99845	0.999605
0.01	0.12	2376	0.999916	0.999997	1
0.01	0.13	2343	0.999957	1	1
0.01	0.19	2055	0.999951	0.999998	1
0.01	0.09	2433	0.999959	0.999997	1
0.01	0.18	2103	0.999857	0.999997	1
0.01	0.06	2447	0.999877	0.999991	1
0.01	0.17	2145	1	1	1
0.01	0.05	2428	0.999918	0.999992	1
0.01	0.1	2451	0.999918	0.999998	1
0.01	0.16	2190	0.999954	1	1
0.01	0.005	2632	0.989973	0.991469	0.993315
0.01	0.015	2564	0.994152	0.996436	0.998168
0.01	0.075	2423	0.999959	0.999997	1
0.01	0.035	2460	0.99939	0.999951	1
0.01	0.045	2428	0.999712	0.999993	1
0.01	0.125	2330	1	1	1
0.01	0.065	2430	0.999918	0.999996	1
0.01	0.085	2394	0.999916	0.999998	1
0.01	0.175	2110	0.999953	0.999999	1
0.01	0.115	2372	1	1	1
0.01	0.135	2297	0.999913	0.999996	1
0.01	0.195	2029	1	1	1
0.01	0.025	2505	0.997965	0.999492	1
0.01	0.145	2208	0.999955	0.999999	1
0.01	0.185	2070	0.999952	0.999999	1
0.01	0.105	2416	0.999959	0.999998	1
0.01	0.055	2404	0.999875	0.999994	1
0.01	0.095	2411	0.999959	0.999997	1
0.01	0.165	2156	0.999907	0.999999	1
0.01	0.155	2158	1	1	1
0.015	0.14	2245	0.999955	0.999999	1
0.015	0.04	2417	0.998139	0.999769	1
0.015	0.17	2141	0.999907	0.999998	1
0.015	0.11	2362	0.999958	0.999998	1
0.015	0.03	2471	0.996358	0.998575	1
0.015	0.18	2091	1	1	1
0.015	0.1	2376	0.999916	0.999994	1
0.015	0.08	2327	0.999828	0.999992	1
0.015	0.12	2342	1	1	1
0.015	0.06	2357	0.999873	0.999985	1
0.015	0.02	2533	0.989975	0.993389	0.996487
0.015	0.16	2189	1	1	1
0.015	0.07	2357	0.999703	0.999988	1
0.015	0.15	2159	1	1	1
0.015	0.05	2375	0.999242	0.999962	1
0.015	0.13	2310	0.99987	0.999998	1
0.015	0.01	2600	0.984851	0.98731	0.990849
0.015	0	2666	0.982223	0.984901	0.986536
0.015	0.09	2345	0.999915	0.999998	1
0.015	0.19	2049	0.999951	0.999998	1
0.015	0.145	2227	0.99991	0.999995	1
0.015	0.045	2391	0.998954	0.99993	1
0.015	0.175	2116	0.999953	1	1
0.015	0.115	2353	0.999873	0.999998	1
0.015	0.095	2342	0.999829	0.999992	1
0.015	0.185	2072	1	1	1
0.015	0.005	2638	0.983589	0.985782	0.987985
0.015	0.155	2150	0.999954	1	1
0.015	0.015	2567	0.98773	0.99007	0.9933
0.015	0.125	2314	0.999957	0.999997	1
0.015	0.085	2316	0.999914	0.999999	1
0.015	0.105	2365	0.999915	0.999998	1
0.015	0.055	2361	0.999619	0.999987	1
0.015	0.025	2498	0.994076	0.996522	0.998719
0.015	0.135	2288	0.999913	0.999993	1
0.015	0.075	2346	0.99983	0.999995	1
0.015	0.035	2445	0.997588	0.999462	1
0.015	0.195	2024	0.999951	0.999999	1
0.015	0.065	2348	0.99983	0.999992	1
0.015	0.165	2160	0.999907	0.999998	1
0.02	0.07	2285	0.999781	0.999994	1
0.02	0.01	2621	0.978639	0.981097	0.98375
0.02	0.15	2132	0.999859	0.999997	1
0.02	0.16	2168	0.999954	0.999995	1
0.02	0.06	2327	0.999613	0.999974	1
0.02	0	2668	0.976281	0.979833	0.982014
0.02	0.18	2081	1	1	1
0.02	0.04	2406	0.995304	0.998757	1
0.02	0.08	2261	0.99969	0.999987	1
0.02	0.05	2358	0.997922	0.999813	1
0.02	0.1	2264	0.999779	0.999997	1
0.02	0.02	2540	0.980439	0.985408	0.989255
0.02	0.14	2212	0.999955	0.999998	1
0.02	0.11	2265	0.999912	0.999999	1
0.02	0.12	2259	0.999956	0.999997	1
0.02	0.19	2044	0.999951	1	1
0.02	0.09	2268	0.999912	0.999994	1
0.02	0.03	2471	0.99045	0.994063	0.997491
0.02	0.17	2124	1	1	1
0.02	0.13	2265	0.999868	0.999997	1
0.02	0.075	2274	0.99978	0.999995	1
0.02	0.015	2574	0.98019	0.982658	0.985356
0.02	0.155	2120	1	1	1
0.02	0.055	2331	0.998971	0.999931	1
0.02	0.025	2501	0.98473	0.989393	0.992645
0.02	0.185	2061	0.999951	0.999998	1
0.02	0.175	2110	0.999763	0.999996	1
0.02	0.145	2192	0.999954	0.999998	1
0.02	0.045	2376	0.998023	0.999503	1
0.02	0.095	2260	0.999911	0.999998	1
0.02	0.105	2271	0.999956	0.999997	1
0.02	0.115	2276	0.999912	0.999997	1
0.02	0.135	2239	0.999866	0.999994	1
0.02	0.125	2251	0.999911	0.999993	1
0.02	0.005	2648	0.97821	0.980277	0.982477
0.02	0.085	2248	0.999822	0.999993	1
0.02	0.165	2144	0.999907	0.999998	1
0.02	0.195	2019	0.999901	0.999995	1
0.02	0.035	2436	0.994296	0.996972	0.999343
0.02	0.065	2299	0.99987	0.999993	1
0.025	0.03	2472	0.978236	0.985754	0.990534
0.025	0.14	2209	0.999864	0.999989	1
0.025	0.15	2104	0.999905	0.999999	1
0.025	0.17	2124	0.999859	0.999998	1
0.025	0.1	2202	0.999818	0.999988	1
0.025	0.02	2556	0.974257	0.977727	0.981025
0.025	0.05	2348	0.996296	0.999054	1
0.025	0.07	2260	0.999425	0.999965	1
0.025	0.11	2188	0.999817	0.999995	1
0.025	0.08	2220	0.99973	0.99999	1
0.025	0.19	2040	0.999902	0.999995	1
0.025	0	2665	0.970851	0.974792	0.977191
0.025	0.06	2304	0.998959	0.999857	1
0.025	0.18	2086	0.999904	0.999995	1
0.025	0.04	2403	0.989639	0.994844	0.998668
0.025	0.01	2633	0.972737	0.975455	0.978053
0.025	0.13	2207	0.999909	0.99999	1
0.025	0.16	2153	0.999861	0.999995	1
0.025	0.09	2215	0.999819	0.999989	1
0.025	0.12	2207	0.999909	0.999991	1
0.025	0.195	2015	0.999901	0.999996	1
0.025	0.085	2200	0.999727	0.999988	1
0.025	0.105	2185	0.999817	0.999984	1
0.025	0.145	2172	0.999908	0.999998	1
0.025	0.025	2512	0.975557	0.980728	0.98531
0.025	0.035	2438	0.986549	0.990746	0.99594
0.025	0.055	2326	0.998667	0.999682	1
0.025	0.175	2094	0.999952	1	1
0.025	0.095	2196	0.999863	0.999989	1
0.025	0.125	2189	0.999909	0.999993	1
0.025	0.005	2651	0.972654	0.975071	0.977369
0.025	0.015	2600	0.974154	0.976082	0.978423
0.025	0.135	2196	0.999909	0.999995	1
0.025	0.045	2374	0.992545	0.997561	1
0.025	0.115	2192	0.999772	0.999994	1
0.025	0.075	2244	0.999554	0.999988	1
0.025	0.185	2054	0.999757	0.999998	1
0.025	0.155	2092	0.999952	0.999999	1
0.025	0.165	2124	0.999859	0.999995	1
0.025	0.065	2280	0.999342	0.999962	1
0.03	0.03	2493	0.969963	0.975614	0.980069
0.03	0.14	2151	0.999861	0.999992	1
0.03	0.13	2144	0.999907	0.999995	1
0.03	0.17	2097	0.999905	0.999998	1
0.03	0.07	2248	0.998621	0.99985	1
0.03	0.1	2142	0.99986	0.999993	1
0.03	0.06	2293	0.995335	0.999213	1
0.03	0.11	2118	0.999717	0.99999	1
0.03	0.02	2584	0.967144	0.97107	0.973994
0.03	0.12	2120	0.999906	0.999992	1
0.03	0.01	2642	0.967113	0.970111	0.97313
0.03	0	2665	0.964773	0.969705	0.972014
0.03	0.09	2175	0.999862	0.999993	1
0.03	0.18	2072	0.999904	0.999998	1
0.03	0.16	2118	0.999953	0.999996	1
0.03	0.19	2030	0.999951	0.999998	1
0.03	0.05	2343	0.991251	0.996095	0.999104
0.03	0.04	2408	0.979243	0.986325	0.991531
0.03	0.15	2072	0.999904	0.999993	1
0.03	0.08	2200	0.999364	0.999964	1
0.03	0.035	2448	0.97558	0.980713	0.988076
0.03	0.145	2105	0.999573	0.99999	1
0.03	0.045	2373	0.985592	0.992007	0.998104
0.03	0.015	2615	0.968148	0.970321	0.972966
0.03	0.005	2656	0.967395	0.969941	0.972214
0.03	0.075	2228	0.999372	0.999975	1
0.03	0.115	2122	0.999906	0.999991	1
0.03	0.025	2529	0.968493	0.972756	0.976083
0.03	0.135	2130	0.999859	0.999993	1
0.03	0.055	2316	0.993785	0.998395	1
0.03	0.195	2003	1	1	1
0.03	0.125	2109	0.999905	0.999993	1
0.03	0.185	2032	1	1	1
0.03	0.095	2148	0.99986	0.999988	1
0.03	0.155	2042	0.999951	0.999998	1
0.03	0.085	2181	0.999771	0.999983	1
0.03	0.165	2094	0.999952	0.999997	1
0.03	0.105	2126	0.999812	0.999986	1
0.03	0.065	2270	0.997842	0.999665	1
0.03	0.175	2070	0.999855	0.999995	1
0.035	0.05	2348	0.980501	0.988275	0.99404
0.035	0.03	2527	0.963319	0.967453	0.971391
0.035	0.08	2194	0.997311	0.999887	1
0.035	0.13	2100	0.99981	0.999986	1
0.035	0.12	2087	0.999808	0.999995	1
0.035	0.18	2047	0.999902	0.999994	1
0.035	0.1	2124	0.99967	0.999982	1
0.035	0.17	2076	0.999952	0.999996	1
0.035	0.07	2238	0.997275	0.999431	1
0.035	0.11	2091	0.999857	0.99999	1
0.035	0.04	2420	0.966198	0.974974	0.982686
0.035	0.16	2098	0.999762	0.999989	1
0.035	0.02	2604	0.961149	0.965195	0.967905
0.035	0.14	2100	0.999857	0.999992	1
0.035	0.09	2154	0.999582	0.999979	1
0.035	0.01	2640	0.962208	0.964946	0.967699
0.035	0.19	2016	0.99995	1	1
0.035	0.06	2288	0.989685	0.996854	1
0.035	0	2665	0.959671	0.964647	0.967587
0.035	0.15	2035	0.999902	0.999998	1
0.035	0.055	2304	0.983984	0.993956	1
0.035	0.035	2461	0.964413	0.970696	0.976397
0.035	0.135	2073	0.999904	0.999998	1
0.035	0.025	2551	0.962331	0.965961	0.970524
0.035	0.045	2371	0.973895	0.982019	0.990385
0.035	0.095	2130	0.999718	0.999987	1
0.035	0.185	2018	0.999901	0.999999	1
0.035	0.145	2066	0.999855	0.999994	1
0.035	0.125	2062	0.999758	0.999993	1
0.035	0.115	2076	0.999711	0.999992	1
0.035	0.075	2213	0.998329	0.99978	1
0.035	0.155	2010	0.999901	0.999994	1
0.035	0.165	2066	0.999903	0.999999	1
0.035	0.015	2618	0.96284	0.965043	0.967919
0.035	0.105	2100	0.99981	0.99999	1
0.035	0.085	2168	0.9994	0.999965	1
0.035	0.065	2256	0.995479	0.998589	1
0.035	0.005	2653	0.961863	0.964833	0.96729
0.035	0.195	1994	0.9999	0.999992	1
0.035	0.175	2040	0.999902	0.999998	1
0.04	0.15	1988	1	1	1
0.04	0.03	2536	0.957269	0.96093	0.964207
0.04	0.05	2351	0.967846	0.976607	0.986135
0.04	0.16	2045	0.999853	0.999994	1
0.04	0	2665	0.955057	0.959665	0.963048
0.04	0.1	2103	0.999097	0.999954	1
0.04	0.07	2224	0.99182	0.99751	1
0.04	0.08	2182	0.996976	0.999562	1
0.04	0.12	2048	0.999854	0.999986	1
0.04	0.06	2282	0.980547	0.990382	0.99724
0.04	0.17	2028	0.999901	0.999993	1
0.04	0.11	2063	0.999612	0.999977	1
0.04	0.01	2636	0.957259	0.959906	0.96253
0.04	0.18	2019	0.999901	0.999996	1
0.04	0.04	2432	0.957895	0.964814	0.971217
0.04	0.19	1989	0.999849	0.999991	1
0.04	0.02	2597	0.956537	0.959873	0.962542
0.04	0.09	2137	0.999205	0.99995	1
0.04	0.13	2055	0.999854	0.999989	1
0.04	0.14	2040	0.999804	0.999994	1
0.04	0.155	1964	0.999847	0.999986	1
0.04	0.035	2488	0.958883	0.962643	0.967203
0.04	0.055	2314	0.970446	0.983957	0.990797
0.04	0.065	2251	0.988406	0.995077	1
0.04	0.045	2386	0.96237	0.970114	0.977749
0.04	0.085	2157	0.998424	0.999892	1
0.04	0.165	2040	0.999853	0.999989	1
0.04	0.015	2616	0.957544	0.959954	0.962664
0.04	0.005	2653	0.956135	0.959832	0.96224
0.04	0.145	2031	0.999803	0.99999	1
0.04	0.195	1980	0.999899	0.999998	1
0.04	0.025	2558	0.955871	0.960366	0.963649
0.04	0.135	2037	0.999804	0.999982	1
0.04	0.125	2040	0.999804	0.999993	1
0.04	0.175	2023	0.999901	0.999994	1
0.04	0.185	1997	0.9999	0.999997	1
0.04	0.105	2079	0.999182	0.999986	1
0.04	0.075	2203	0.993419	0.998973	1
0.04	0.095	2114	0.998865	0.999964	1
0.04	0.115	2054	0.999757	0.999979	1
0.045	0.02	2600	0.951462	0.954838	0.957538
0.045	0.13	2042	0.999853	0.999981	1
0.045	0.03	2565	0.951317	0.955384	0.958216
0.045	0.01	2638	0.95213	0.954897	0.95755
0.045	0.19	1987	0.999849	0.999996	1
0.045	0.14	2036	0.999853	0.999994	1
0.045	0.15	1979	0.999848	0.999992	1
0.045	0.16	2029	0.999803	0.999986	1
0.045	0.08	2173	0.993145	0.998521	1
0.045	0.12	2043	0.999853	0.999993	1
0.045	0	2665	0.94988	0.954684	0.958208
0.045	0.06	2291	0.965433	0.978803	0.991402
0.045	0.04	2467	0.952213	0.957112	0.961292
0.045	0.18	2012	0.999851	0.999992	1
0.045	0.05	2370	0.956674	0.964744	0.976713
0.045	0.11	2052	0.999074	0.999978	1
0.045	0.17	2021	0.999901	0.999996	1
0.045	0.1	2092	0.998709	0.999936	1
0.045	0.07	2225	0.98369	0.992761	1
0.045	0.09	2132	0.997515	0.999803	1
0.045	0.025	2558	0.950868	0.955075	0.957942
0.045	0.135	2021	0.999802	0.999975	1
0.045	0.035	2504	0.952796	0.956155	0.960064
0.045	0.095	2101	0.99843	0.999867	1
0.045	0.185	1986	0.99995	0.999991	1
0.045	0.045	2396	0.955441	0.960121	0.969459
0.045	0.005	2651	0.951041	0.95488	0.957416
0.045	0.165	2008	0.999851	0.99999	1
0.045	0.125	2023	0.999852	0.999995	1
0.045	0.145	2000	0.99985	0.999992	1
0.045	0.055	2321	0.95628	0.970909	0.981306
0.045	0.195	1963	0.999847	0.999994	1
0.045	0.065	2248	0.977766	0.986995	0.998577
0.045	0.155	1949	0.999897	0.999999	1
0.045	0.175	1993	0.999849	0.999984	1
0.045	0.075	2196	0.989117	0.996377	1
0.045	0.115	2034	0.999754	0.999982	1
0.045	0.085	2146	0.996599	0.999442	1
0.045	0.015	2616	0.951811	0.954961	0.957887
0.045	0.105	2068	0.999468	0.999955	1
0.05	0.11	2044	0.998777	0.999952	1
0.05	0.03	2560	0.946579	0.950159	0.95314
0.05	0.01	2638	0.946975	0.949861	0.953343
0.05	0.08	2170	0.985256	0.994982	1
0.05	0.17	2007	0.999851	0.999985	1
0.05	0.12	2029	0.999704	0.999974	1
0.05	0	2666	0.945507	0.949702	0.953533
0.05	0.16	2011	0.999851	0.999985	1
0.05	0.13	2026	0.999803	0.999985	1
0.05	0.19	1976	0.999899	0.999989	1
0.05	0.14	2008	0.999801	0.999977	1
0.05	0.07	2229	0.967304	0.982308	0.992914
0.05	0.05	2396	0.948915	0.954474	0.964733
0.05	0.18	1993	0.999699	0.999983	1
0.05	0.06	2304	0.952517	0.964426	0.979818
0.05	0.1	2079	0.997643	0.999792	1
0.05	0.04	2475	0.946994	0.950699	0.95459
0.05	0.09	2121	0.995852	0.999293	1
0.05	0.02	2601	0.946302	0.949826	0.95299
0.05	0.15	1968	0.999543	0.999981	1
0.05	0.115	2025	0.998519	0.999948	1
0.05	0.035	2519	0.947682	0.950416	0.953596
0.05	0.075	2197	0.977384	0.989714	0.998134
0.05	0.015	2615	0.946887	0.949896	0.953541
0.05	0.195	1954	0.999795	0.999995	1
0.05	0.165	1996	0.9999	0.999986	1
0.05	0.045	2419	0.947751	0.952071	0.958953
0.05	0.065	2266	0.958039	0.973127	0.988528
0.05	0.125	2012	0.999752	0.999992	1
0.05	0.175	1980	0.999848	0.999982	1
0.05	0.135	2012	0.999652	0.999987	1
0.05	0.005	2650	0.946235	0.94982	0.952724
0.05	0.185	1967	0.999797	0.999996	1
0.05	0.085	2137	0.992842	0.997867	1
0.05	0.145	1990	0.999849	0.999988	1
0.05	0.025	2566	0.945293	0.949876	0.95293
0.05	0.155	1940	0.999691	0.999979	1
0.05	0.105	2053	0.99776	0.999899	1
0.05	0.055	2339	0.949684	0.958041	0.971144
0.05	0.095	2100	0.993812	0.999375	1
0.055	0.09	2118	0.988482	0.996731	1
0.055	0.12	2020	0.999554	0.999971	1
0.055	0.13	2008	0.999701	0.999979	1
0.055	0.18	1978	0.999747	0.999985	1
0.055	0.01	2636	0.942203	0.944863	0.948536
0.055	0.17	1985	0.999748	0.999985	1
0.055	0.07	2242	0.954245	0.96638	0.98078
0.055	0.19	1962	0.999847	0.999984	1
0.055	0.1	2072	0.995898	0.99944	1
0.055	0	2667	0.940799	0.944733	0.949085
0.055	0.15	1955	0.999693	0.999983	1
0.055	0.04	2477	0.941476	0.945085	0.94866
0.055	0.06	2319	0.943687	0.952235	0.964255
0.055	0.02	2596	0.941428	0.94481	0.948051
0.055	0.05	2408	0.94211	0.946964	0.954111
0.055	0.03	2567	0.941376	0.945111	0.94827
0.055	0.14	1998	0.9999	0.999994	1
0.055	0.11	2033	0.995279	0.999777	1
0.055	0.08	2171	0.967852	0.986582	0.997559
0.055	0.16	1996	0.999749	0.999982	1
0.055	0.095	2088	0.989659	0.998107	1
0.055	0.125	2002	0.999501	0.999961	1
0.055	0.015	2617	0.942046	0.9449	0.948197
0.055	0.055	2356	0.941044	0.948557	0.959677
0.055	0.045	2430	0.942355	0.945782	0.95079
0.055	0.025	2572	0.940474	0.94487	0.948328
0.055	0.005	2650	0.941292	0.944874	0.947781
0.055	0.065	2274	0.947591	0.958018	0.969047
0.055	0.135	2007	0.999502	0.99998	1
0.055	0.085	2132	0.982036	0.992837	0.99939
0.055	0.115	2025	0.997186	0.999868	1
0.055	0.165	1980	0.999747	0.999988	1
0.055	0.035	2529	0.942125	0.945172	0.948411
0.055	0.105	2049	0.997561	0.999709	1
0.055	0.145	1980	0.999747	0.999975	1
0.055	0.075	2201	0.957713	0.976971	0.996548
0.055	0.155	1936	0.999793	0.999996	1
0.055	0.185	1963	0.999847	0.999997	1
0.055	0.175	1981	0.999798	0.999989	1
0.055	0.195	1956	0.999898	0.999987	1
0.06	0.11	2028	0.994872	0.99936	1
0.06	0.06	2339	0.936602	0.942965	0.95242
0.06	0	2668	0.935195	0.939756	0.943965
0.06	0.15	1943	0.999382	0.999969	1
0.06	0.18	1968	0.999797	0.999985	1
0.06	0.05	2422	0.936385	0.940717	0.945921
0.06	0.02	2603	0.93604	0.939788	0.94307
0.06	0.13	2006	0.999701	0.999975	1
0.06	0.04	2483	0.935768	0.939815	0.944064
0.06	0.19	1961	0.999796	0.99999	1
0.06	0.08	2180	0.953578	0.972083	0.990275
0.06	0.07	2255	0.939562	0.952186	0.967276
0.06	0.17	1970	0.999746	0.999976	1
0.06	0.16	1985	0.999748	0.999979	1
0.06	0.03	2560	0.936465	0.94008	0.943299
0.06	0.12	2014	0.99722	0.999889	1
0.06	0.1	2072	0.987983	0.99764	1
0.06	0.01	2634	0.936836	0.939857	0.943744
0.06	0.14	1988	0.999396	0.999986	1
0.06	0.09	2117	0.974736	0.989907	1
0.06	0.115	2017	0.995341	0.999626	1
0.06	0.065	2289	0.938111	0.945992	0.95711
0.06	0.055	2374	0.936237	0.941458	0.950345
0.06	0.135	1997	0.9998	0.999986	1
0.06	0.005	2650	0.935896	0.939809	0.942763
0.06	0.075	2219	0.943448	0.959898	0.974315
0.06	0.195	1950	0.999846	0.999991	1
0.06	0.145	1978	0.999646	0.99998	1
0.06	0.015	2616	0.936315	0.93991	0.94354
0.06	0.165	1978	0.999596	0.999982	1
0.06	0.175	1971	0.999797	0.999994	1
0.06	0.155	1929	0.999585	0.999977	1
0.06	0.185	1958	0.999745	0.999986	1
0.06	0.095	2086	0.984279	0.99503	1
0.06	0.045	2439	0.936414	0.940302	0.944695
0.06	0.105	2044	0.995061	0.998982	1
0.06	0.025	2571	0.935244	0.939832	0.943178
0.06	0.085	2142	0.965693	0.981974	0.996966
0.06	0.035	2532	0.937283	0.940046	0.943207
0.06	0.125	2002	0.999401	0.999957	1
0.065	0.07	2268	0.931922	0.940725	0.949295
0.065	0.12	2000	0.996002	0.999582	1
0.065	0.17	1950	0.999846	0.99999	1
0.065	0.18	1943	0.999794	0.999989	1
0.065	0.06	2346	0.931512	0.936237	0.942422
0.065	0.1	2064	0.979797	0.993275	1
0.065	0.09	2121	0.957438	0.976577	0.995145
0.065	0.15	1926	0.999533	0.999984	1
0.065	0.13	1989	0.99799	0.999916	1
0.065	0.16	1960	0.999745	0.999973	1
0.065	0.03	2552	0.931213	0.935112	0.938499
0.065	0.11	2019	0.991432	0.997997	1
0.065	0.19	1941	0.999639	0.999992	1
0.065	0	2666	0.930731	0.934816	0.938756
0.065	0.14	1972	0.999696	0.999978	1
0.065	0.02	2597	0.930975	0.934837	0.938058
0.065	0.01	2632	0.931062	0.934911	0.939228
0.065	0.08	2190	0.939372	0.953612	0.970462
0.065	0.04	2476	0.930556	0.93478	0.938994
0.065	0.05	2411	0.93074	0.935394	0.940237
0.065	0.075	2227	0.933684	0.945185	0.960668
0.065	0.035	2518	0.931981	0.935088	0.938175
0.065	0.125	1987	0.997283	0.999893	1
0.065	0.145	1952	0.999436	0.999969	1
0.065	0.095	2084	0.963738	0.985268	0.998129
0.065	0.065	2304	0.932445	0.937736	0.945505
0.065	0.025	2566	0.930525	0.934849	0.938318
0.065	0.195	1937	0.999897	0.999991	1
0.065	0.185	1941	0.999691	0.999992	1
0.065	0.135	1977	0.997573	0.999927	1
0.065	0.155	1908	0.999738	0.999981	1
0.065	0.115	2003	0.995008	0.999237	1
0.065	0.045	2440	0.931516	0.935144	0.939221
0.065	0.165	1955	0.999693	0.999979	1
0.065	0.055	2366	0.930781	0.935712	0.940669
0.065	0.085	2147	0.946302	0.963818	0.982815
0.065	0.015	2612	0.931989	0.934968	0.939184
0.065	0.005	2653	0.930623	0.934901	0.937896
0.065	0.175	1941	0.999691	0.999985	1
0.065	0.105	2031	0.986363	0.996668	1
0.07	0.02	2600	0.926407	0.92985	0.933867
0.07	0.08	2191	0.928487	0.939008	0.955002
0.07	0.1	2065	0.961028	0.982084	0.998499
0.07	0.14	1963	0.998828	0.999948	1
0.07	0.03	2552	0.926238	0.930134	0.933994
0.07	0.16	1956	0.999642	0.999991	1
0.07	0.06	2352	0.925578	0.930487	0.936926
0.07	0.05	2412	0.925564	0.930129	0.93464
0.07	0.09	2129	0.936185	0.956839	0.97901
0.07	0.15	1925	0.999585	0.99996	1
0.07	0.13	1985	0.997885	0.999768	1
0.07	0.17	1949	0.999795	0.999978	1
0.07	0.07	2279	0.926904	0.932559	0.940462
0.07	0.04	2480	0.924839	0.929694	0.934798
0.07	0.01	2636	0.925721	0.92992	0.934712
0.07	0.19	1944	0.999743	0.999973	1
0.07	0.18	1949	0.999744	0.999988	1
0.07	0.11	2013	0.975665	0.99401	1
0.07	0.12	1999	0.990446	0.998848	1
0.07	0	2665	0.925683	0.929845	0.933673
0.07	0.025	2562	0.925656	0.929875	0.933383
0.07	0.085	2156	0.928432	0.946185	0.964518
0.07	0.065	2299	0.926279	0.93108	0.936717
0.07	0.105	2031	0.972036	0.990011	0.999951
0.07	0.095	2090	0.946039	0.970025	0.992155
0.07	0.135	1968	0.995937	0.999834	1
0.07	0.035	2519	0.926524	0.930086	0.932955
0.07	0.005	2652	0.926018	0.929927	0.933597
0.07	0.165	1931	0.999638	0.999963	1
0.07	0.115	1992	0.990114	0.99747	1
0.07	0.015	2610	0.925988	0.92996	0.934455
0.07	0.045	2424	0.926179	0.930092	0.933933
0.07	0.145	1942	0.998404	0.999927	1
0.07	0.175	1928	0.999741	0.999967	1
0.07	0.185	1923	0.99974	0.999984	1
0.07	0.075	2239	0.927162	0.934886	0.947615
0.07	0.125	1981	0.994903	0.999573	1
0.07	0.055	2362	0.925669	0.930389	0.934981
0.07	0.155	1897	0.999526	0.999953	1
0.07	0.195	1915	0.999635	0.999987	1
0.075	0.19	1926	0.999844	0.99999	1
0.075	0.05	2415	0.920172	0.925075	0.930192
0.075	0.16	1944	0.999331	0.999964	1
0.075	0.13	1977	0.995044	0.999372	1
0.075	0.07	2287	0.921432	0.926081	0.931925
0.075	0.04	2476	0.919856	0.924669	0.929223
0.075	0	2665	0.920618	0.924916	0.928721
0.075	0.17	1936	0.999638	0.999975	1
0.075	0.18	1933	0.999379	0.99998	1
0.075	0.03	2556	0.921635	0.925133	0.928991
0.075	0.14	1952	0.997131	0.999877	1
0.075	0.02	2597	0.92085	0.924868	0.929281
0.075	0.12	1988	0.977565	0.996284	1
0.075	0.08	2197	0.922006	0.929289	0.947579
0.075	0.01	2630	0.920887	0.924921	0.929402
0.075	0.15	1921	0.998491	0.999933	1
0.075	0.11	2011	0.953858	0.985584	1
0.075	0.1	2067	0.933146	0.96356	0.990035
0.075	0.09	2133	0.921166	0.93969	0.963255
0.075	0.06	2345	0.92002	0.925283	0.931361
0.075	0.195	1927	0.999741	0.999987	1
0.075	0.135	1976	0.993575	0.999597	1
0.075	0.165	1943	0.999382	0.999966	1
0.075	0.005	2647	0.921275	0.924969	0.929322
0.075	0.065	2307	0.921333	0.925628	0.930348
0.075	0.175	1932	0.999689	0.999963	1
0.075	0.085	2166	0.922821	0.932738	0.950609
0.075	0.035	2527	0.921296	0.925118	0.928221
0.075	0.145	1944	0.997583	0.999911	1
0.075	0.015	2615	0.921039	0.924984	0.929451
0.075	0.105	2041	0.952194	0.976108	0.999216
0.075	0.155	1903	0.996164	0.999923	1
0.075	0.075	2248	0.921514	0.927137	0.934721
0.075	0.055	2367	0.920666	0.925333	0.930382
0.075	0.045	2435	0.920787	0.925024	0.929041
0.075	0.125	1980	0.98798	0.998715	1
0.075	0.115	2000	0.970562	0.99255	1
0.075	0.095	2100	0.927333	0.949137	0.976619
0.075	0.185	1934	0.999793	0.999977	1
0.075	0.025	2567	0.92038	0.924834	0.928599
0.08	0.12	1996	0.96865	0.990056	1
0.08	0.08	2209	0.915596	0.921948	0.931798
0.08	0.04	2486	0.913892	0.919602	0.923705
0.08	0.02	2592	0.915509	0.919802	0.92365
0.08	0.17	1944	0.999794	0.999982	1
0.08	0.19	1928	0.999793	0.999986	1
0.08	0.13	1984	0.990373	0.998198	1
0.08	0.16	1945	0.999229	0.999949	1
0.08	0	2665	0.915291	0.919848	0.923957
0.08	0.1	2081	0.918957	0.943047	0.972569
0.08	0.14	1957	0.994994	0.999673	1
0.08	0.05	2422	0.91463	0.91996	0.92557
0.08	0.06	2363	0.91448	0.92001	0.92544
0.08	0.07	2307	0.916219	0.920361	0.925191
0.08	0.18	1932	0.999534	0.999969	1
0.08	0.01	2634	0.91611	0.919839	0.923854
0.08	0.15	1924	0.998389	0.999927	1
0.08	0.09	2148	0.916713	0.927501	0.947579
0.08	0.03	2559	0.916146	0.920053	0.924312
0.08	0.11	2018	0.929895	0.969419	0.996433
0.08	0.125	1975	0.978888	0.99597	1
0.08	0.045	2445	0.91589	0.919994	0.924109
0.08	0.085	2172	0.916651	0.923828	0.93796
0.08	0.175	1929	0.999326	0.999955	1
0.08	0.005	2652	0.915825	0.919922	0.924231
0.08	0.055	2375	0.915502	0.920251	0.925648
0.08	0.095	2112	0.917045	0.931991	0.952509
0.08	0.135	1968	0.991111	0.998872	1
0.08	0.185	1920	0.999583	0.999981	1
0.08	0.035	2527	0.915638	0.920068	0.923156
0.08	0.065	2312	0.916133	0.920259	0.92487
